Kingdom	Phylum	Class	Order	Family	Genus
asv6594	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
asv6595	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unknown
asv6596	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
asv6597	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6598	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6599	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
asv6600	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6601	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6602	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6603	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6604	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6605	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6606	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008
asv6607	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6608	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6609	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter
asv6610	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6611	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
asv6612	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
asv6613	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6614	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
asv6615	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas
asv6616	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6617	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Unknown
asv6618	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6619	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unknown	Unknown
asv6620	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas
asv6621	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter
asv6622	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unknown	Unknown
asv6623	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6624	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter
asv6625	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6626	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6627	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6628	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6629	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6630	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6631	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6632	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6633	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Unknown
asv6634	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6635	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6636	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6637	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6638	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6639	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6640	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
asv6641	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6642	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6643	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6644	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6645	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6646	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6647	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
asv6648	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6649	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospira
asv6650	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
asv6651	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum
asv6652	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
asv6653	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6654	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unknown
asv6655	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus
asv6656	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter
asv6657	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Unknown
asv6658	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group
asv6659	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma
asv6660	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Unknown	Unknown
asv6661	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
asv6662	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter
asv6663	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
asv6664	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6665	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia
asv6666	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6667	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6668	Bacteria	Actinobacteriota	Actinobacteria	Unknown	Unknown	Unknown
asv6669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Unknown	Unknown
asv6670	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
asv6671	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Flaviluna
asv6672	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6673	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Unknown
asv6674	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
asv6675	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114
asv6676	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unknown	Unknown
asv6677	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown
asv6678	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia
asv6679	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Unknown
asv6680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown
asv6681	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Unknown
asv6682	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unknown
asv6683	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Samsonia
asv6684	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
asv6685	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6686	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6687	Bacteria	Proteobacteria	Unknown	Unknown	Unknown	Unknown
asv6688	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
asv6689	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6690	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
asv6691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown
asv6692	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
asv6693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Unknown
asv6694	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
asv6695	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
asv6696	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unknown
asv6697	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas
asv6698	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Unknown
asv6699	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Unknown
asv6700	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Unknown
asv6701	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Unknown
asv6702	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unknown
asv6703	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter
asv6704	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6705	Bacteria	Proteobacteria	Unknown	Unknown	Unknown	Unknown
asv6706	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unknown
asv6707	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
asv6708	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
asv6709	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
asv6710	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6711	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Unknown
asv6712	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unknown	Unknown
asv6713	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6714	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6715	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
asv6716	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unknown	Unknown
asv6717	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unknown
asv6718	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Citreitalea
asv6719	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unknown
asv6720	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Unknown
asv6721	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila
asv6722	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Unknown
asv6723	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6724	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6725	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6726	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Unknown
asv6727	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Unknown
asv6728	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6729	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6730	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6731	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6732	Bacteria	Firmicutes	Bacilli	Lactobacillales	Unknown	Unknown
asv6733	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-008
asv6734	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6736	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1819
asv6737	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6738	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unknown
asv6739	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6740	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6741	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6742	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6743	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Unknown
asv6744	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6745	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown
asv6746	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unknown
asv6747	Bacteria	Bacteroidota	Bacteroidia	Unknown	Unknown	Unknown
asv6748	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6749	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unknown	Unknown
asv6750	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unknown
asv6751	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6752	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6753	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6754	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6755	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6756	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6757	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
asv6758	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6759	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Unknown
asv6760	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6761	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group
asv6762	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6763	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6764	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6765	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6766	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Unknown
asv6767	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6768	Bacteria	Firmicutes	Clostridia	Oscillospirales	Unknown	Unknown
asv6769	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
asv6770	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6771	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6772	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tuzzerella
asv6773	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unknown
asv6774	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Unknown	Unknown
asv6775	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6776	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
asv6777	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unknown	Unknown
asv6778	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6779	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
asv6780	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6781	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unknown
asv6782	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6783	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unknown	Unknown
asv6784	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
asv6785	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unknown	Unknown
asv6786	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6787	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6788	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus
asv6789	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Unknown
asv6790	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
asv6791	Bacteria	Bacteroidota	Bacteroidia	Unknown	Unknown	Unknown
asv6792	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6793	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium
asv6794	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unknown	Unknown
asv6795	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6796	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Unknown
asv6797	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
asv6798	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
asv6799	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown	Acidibacter
asv6800	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Colidextribacter
asv6801	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6802	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6803	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6804	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6805	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6806	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
asv6807	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6808	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6809	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
asv6810	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6811	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter
asv6812	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
asv6813	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania
asv6814	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6815	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Unknown
asv6816	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
asv6817	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group
asv6818	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Unknown	Unknown
asv6819	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
asv6820	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Unknown
asv6821	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella
asv6822	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
asv6823	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010
asv6824	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	Unknown	Unknown
asv6825	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Unknown
asv6826	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Acaricomes
asv6827	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Unknown	Unknown
asv6828	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown
asv6829	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6830	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
asv6831	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6832	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unknown	Unknown
asv6833	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6834	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Unknown
asv6835	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Unknown
asv6836	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6837	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus
asv6838	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6839	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6840	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown
asv6841	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
asv6842	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unknown
asv6843	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6844	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
asv6845	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6846	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6847	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6848	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6849	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Unknown
